id	style	word
PWN:oar.n.01		padelo, remilo
PWN:oat.n.01		aveno
PWN:obey.v.01		obei
PWN:object.n.01		aĵo, objekto
PWN:october.n.01		oktobro
PWN:official.a.01		oficiala
PWN:old.a.01		maljuna
PWN:olive.n.01		olivo
PWN:one.s.01		unu
PWN:onion.n.02		cepo
PWN:opportunity.n.01		ŝanco
PWN:orange.n.03		oranĝo
PWN:orange.s.01		oranĝkolora
PWN:oregano.n.01		origano
PWN:organ.n.01		organo
PWN:organize.v.02		organizi
PWN:oven.n.01		forno, bakujo
PWN:overlord.n.01		mastro, lordo
PWN:own.v.01		posedi
PWN:oxygen.n.01		oksigeno
PWN:package.n.01		pakaĵo
PWN:pain.n.03		doloro
PWN:palm.n.01		manplato
PWN:pan.n.01		pato
PWN:pare.v.04		tondi
PWN:park.n.01		parko
PWN:parliament.n.01		parlamento
PWN:part.n.02		parto
PWN:part.n.03		peco
PWN:party.n.01		partio
PWN:passeridae.n.01		pasero
PWN:patch.n.03		flikaĵo
PWN:pea.n.01		pizo
PWN:peace.n.01		paco
PWN:peanut.n.01		arakido
PWN:pedal.n.02		pedalo
PWN:pencil.n.01		krajono
PWN:penis.n.01		peniso
PWN:pepper.n.01		pipro
PWN:permit.v.01		permesi
PWN:person.n.01		homo
PWN:perspiration.n.01		ŝvito
PWN:photograph.n.01		foto, fotograf(aĵ)o
PWN:picture.n.01		bildo
PWN:pillow.n.01		kuseno
PWN:pine.n.01		pino
PWN:pipe.n.02		pipo
PWN:pitch.n.06		gudro
PWN:pizza.n.01		pico
PWN:plan.n.01		plano, dezegno
PWN:planet.n.01		planedo
PWN:plant.n.02		plantaĵo, vegetalo
PWN:plant.v.01		planti
PWN:plate.n.04		telero
PWN:play.n.01		teatraĵo
PWN:plow.n.01		plugilo
PWN:plug.n.01		ŝtopilo
PWN:plum.n.01		pruno
PWN:pocket.n.01		poŝo
PWN:pod.n.01		semujo
PWN:polarity.n.02		poluseco
PWN:pole.n.01		stango
PWN:police.n.01		polico
PWN:political_campaign.n.01		kampanjo
PWN:politics.n.05		politiko
PWN:poor.a.02		malriĉa
PWN:populace.n.01		publiko
PWN:populate.v.01		loĝi
PWN:positive.s.10		pozitiva
PWN:possible.a.01		ebla
PWN:possibly.r.01		eble
PWN:post.n.04		fosto
PWN:pot.n.01		kaserolo
PWN:potassium.n.01		kalio
PWN:potato.n.01		terpomo
PWN:power.n.02		potenco, povo
PWN:pray.v.01		preĝi
PWN:president.n.03		prezidento
PWN:prevent.v.01		malebligi
PWN:price.n.02		prezo
PWN:priest.n.01		pastoro
PWN:prime_minister.n.01		ĉefministro
PWN:prison.n.01		malliberejo
PWN:prize.n.01		premio
PWN:probable.a.01		probabla
PWN:procedure.n.01		procedo, procezo
PWN:program.n.08		programo
PWN:project.n.02		projekto
PWN:pull.v.01		tiri, altiri
PWN:pulley.n.01		pulio
PWN:pump.n.01		pumpilo
PWN:punish.v.01		puni
PWN:purple.s.01		purpura
PWN:push.v.01		puŝi
PWN:pyramid.n.01		piramido
PWN:queen.n.02		reĝino
PWN:rabbit.n.01		"kuniklo (hare = ""leporo"")"
PWN:race.n.03		raso
PWN:rack.n.01		krado
PWN:radio.n.01		radio
PWN:railing.n.01		relo
PWN:rain.n.01		pluvo
PWN:rainbow.n.01		ĉielarko
PWN:rake.n.03		rastilo
PWN:razor.n.01		razilo
PWN:ready.a.01		preta, preparita
PWN:reap.v.01		rikolti
PWN:receive.v.01		ricevi
PWN:red.s.01		ruĝa
PWN:refuse.v.02		rifuzi
PWN:religion.n.02		religio
PWN:religious_holiday.n.01		festotago
PWN:remember.v.01		memori, rememori
PWN:render.v.01		igi
PWN:repair.v.01		ripari
PWN:repent.v.02		bedaŭri
PWN:rice.n.01		rizo
PWN:rich.a.01		riĉa
PWN:ride.v.01		veturi, rajdi
PWN:right.n.01		rajto
PWN:rite.n.01		rito
PWN:river.n.01		rivero
PWN:road.n.01		vojo
PWN:roll.v.14		ruliĝi
PWN:roof.n.01		tegmento
PWN:room.n.01		ĉambro
PWN:root.n.01		radiko
PWN:rope.n.01		ŝnuro
PWN:rose.n.01		rozo
PWN:rug.n.01		tapiŝo
PWN:rule.n.01		regulo
PWN:run.v.01		kuri
PWN:rust.n.01		rusto
PWN:rye.n.01		sekalo
PWN:sabbath.n.01		preĝtago, sabato
