id	style	word	transcription	etymology
Handiwork:cast.V		ho`ohehe`e		
Handiwork:chisel.N		kila		eng:steel
Handiwork:forge.V		ku`i hao		
Handiwork:hammer.N		hāmale		eng:hammer
Handiwork:nail.N		kui (2)		
Handiwork:peg.N		kui (2)		
Handiwork:potter.N		pokela		eng:potter
Handiwork:saw.N		pahi olo		
Handiwork:scraper.N		kalepa		eng:scraper
Handiwork:screw.N		kolū		eng:screw
Handiwork:screwdriver.N		kolūkalaiwa		eng:screwdriver
Handiwork:shears.N		`ūpā		
Handiwork:tool.N		mea hana		
Handiwork:whetstone.N		hoana		
Handiwork:workshop.N		wahi hana		
Health:disease.N		ma`i		
Health:fever.N		piwa		eng:feaver
Health:fever.N		piwa (2)		eng:fever
Health:healthy.A		olakino maika`i		
Health:hospital.N		haukapila		eng:hospital
Health:injection.N		pahu kui		
Health:medicine.N		lā`au lapa`au		
Health:physician.N		kauka		eng:doctor
Health:pill.N		huaale		
Health:poison.N		la`au make		
House:bed.N		moe (1)		
House:blanket.N		kapa moe		
House:mattress.N		pela moe		
House:pillow.N		uluna		
House:rug.N		moena		
House:sink.N		kinika		eng:sink
House:table.N		pākaukau		
House:toilet.N		lua (2)		
Hunting:boomerang.N		ku`uku`u		
Hunting:bow.N		pana		
Hunting:hunt.V		alualu		
Integrity:part.N		`āpana		
Integrity:piece.N		`āpana		
Interaction:choose.V		koho		
Interaction:rescue.V		ho`opakele		
Law:crime.N		kalaima		eng:crime
Mind:dream.V		moe`uhane		
Motion:approach.V		ho`okokoke		
Motion:arrive.V		hō`ea		
Motion:bring.V		lawe mai		
Motion:carry.V		hāpai (2)		
Motion:catch.V		hopu		
Motion:climb.V		pi`i		
Motion:come back.V		ho`i		
Motion:come.V		hele mai		
Motion:crawl or creep.V		kolo		
Motion:drop (something).V		ho`ohā`ule		
Motion:enter.V		komo (1)		
Motion:fall.V		hā`ule		
Motion:fly.V		lele		
Motion:follow.V		hahai		
Motion:go.V		hele		
Motion:leave.V		ha`alele		
Motion:leave.V		kōwē		eng:go away
Motion:lift.V		hāpai (2)		
Motion:ride.V		holo		
Motion:roll.V		ho`okaka`a		
Motion:turn (sth).V		ho`ohuli		
Motion:walking stick.N		ko`oko`o		
Music:brass instrument.N		pū (1)		
Music:drum.N		pahu (2)		
Music:government.N		aupuni		
Music:music.N		mele		
Music:music.N		puolo		:puoro
Music:sing.V		leo		
Music:song.N		mele		
Nature:flame.N		lapa ahi		
Nature:savanna.N		sawana		eng:savanna
Nature:sea.N		kai		
Nature:shore.N		kahakai		
People:baby.N		pēpē		
People:boy.N		keikikāne		
People:boy.N		poi		eng:boy
People:child.N		keiki		
People:female.A		wahine (1)		
People:fool.N		kamipulu		eng:damn fool
People:girl.N		kaikamahine		
People:male.A		kāne (1)		
People:man.N		kanaka		
People:old man.N		`elemakule		
People:old man.N		`olomana		eng:old man
People:old woman.N		luahine		
People:twins.N		māhoe		
People:woman.N		wahine (1)		
People:young man.N		kāne `ōpio		
People:young woman.N		wahine `ōpio		
Perception:hear.V		lohe		
Perception:pain.N		`eha		
Perception:touch.V		pā (3)		
Perception:wet.A		pulu		
Perception:yellow.A		melemele		
Plant:Aglaia odorata.N		mikilana		cmn:mei-sui-lan
Plant:Betula.N		pūkowi		ces:březový
Plant:Fraxinus.N		`ōlena		heb:oren
Plant:Ipomoea batatas.N		`uala		
Plant:bark.N		`ili		
Plant:branch or twig.N		lālā		
Plant:flower.N		pua (1)		
Plant:leaf.N		lau		
Plant:plant.N		mea kanu		
Plant:root.N		a`a		
Plant:sap.N		wai (1)		
Plant:seed.N		`ano`ano		
Plant:tree stump.N		`ōkumu		
Plant:tree trunk.N		kumu (1)		
Plant:tree.N		kumulā`au		
Plant:vine.N		lā`au hihi		
Possession:market.N		mākeke		eng:market
Possession:poor.A		`ilihune		
Possession:price.N		kumu kū`ai		
Possession:rich.A		waiwai		
Possession:sell.V		kū`ai aku		
Possession:share.V		ka`ana like		
Quantity:0.NUM		`ole		
Quantity:1.NUM		kahi (1)		
Quantity:10.NUM		`umi		
Quantity:100.NUM		haneli		eng:hundred
Quantity:1000.NUM		kaukani		eng:thousand
Quantity:11.NUM		`umi kūmākahi		
Quantity:12.NUM		`umi kūmālua		
Quantity:15.NUM		`umi kūmālima		
Quantity:2.NUM		lua (1)		
Quantity:20.NUM		iwakālua		
Quantity:3.NUM		kolu		
Quantity:4.NUM		hā		
Quantity:5.NUM		lima (2)		
Quantity:6.NUM		ono		
Quantity:7.NUM		hiku		
Quantity:8.NUM		walu		
Quantity:9.NUM		iwa		
Quantity:empty.A		hakahaka		
Quantity:enough.ADV		lawa		
Quantity:full.A		piha		
Quantity:many.A		nui		
Society:help.V		kōkua		
Society:people.N		maka‘āinana		
Sound:be silent.V		hāmau		
Sound:flute.N		`ohe		
